1,http://taisya.denze.net/,基礎代謝を高めるための９９の技法
2,http://news.ameba.jp/2007/09/7433.php,"5時間以下の睡眠続け死亡率1.7倍に　7時間寝よう｜Ameba News"
3,http://www.itmedia.co.jp/enterprise/articles/0806/15/news002.html,"ビジネスマンの不死身力：「夜食は太る」の科学 (1/2) - ITmedia エンタープライズ"
4,http://health.yahoo.co.jp/,"病院情報、家庭の医学、病気の検索、薬の情報、健康情報 - Yahoo ..."
5,http://blog.pasonatech.co.jp/masuda/399/3460.html,"割れた腹筋を手に入れるトレーニングを教えてもらいました。 | その他(ライフ) | とりあえず..."
6,http://eyeportal.jp/60siryokukensa/siryokukennsa.html,"視力検査 - あなたの視力 今いくつ？：視力回復のアイポータル"
7,http://www3.tky.3web.ne.jp/~aiaihide/bilbbr_Ma.htm,意外に効き目のある視力回復マッサージ
8,http://gnl.cplaza.ne.jp/,健康ウォーキング
9,http://moura.jp/scoop-e/mgendai/back/200511/,MouRa｜Net現代｜巷にはびこる「健康情報」50のウソ・ホント
10,http://news4vip.livedoor.biz/archives/51176871.html,【2ch】ニュー速クオリティ:疲労が劇的に回復する食べ物
